instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes
0,0,New,16,1005.681635,1016.554890,1012.462931,1015.718251,1050.614683,1168.000000,102.035480,102.805965,102.035480,3690.300334,101224,2912027,3600.000000,40,38,38,SYMPHONY,1,33,0,0,0,0,0,0,0,0,0,1651,1
1,0,NoDisjunction,16,1006.636898,1017.496996,1013.397808,1016.652719,1099.352715,1556.000000,1.942231,2.776406,1.942231,3578.347416,98058,3076310,3600.000000,40,38,0,SYMPHONY,1,33,0,0,7,0,0,0,1,1,1,1739,1
