instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis
0,0,New,64,3666028.211736,3666032.674298,3666032.674298,3673280.681685,3673280.681685,3673280.681685,30.754695,30.799968,30.754695,30.825035,1,705,3600.000000,77,110,254,GUROBI,1,66,0,0,0,0,0,0,0,0,0
1,0,All,64,3666269.028797,3666269.028797,3666269.028797,3673382.422253,3673382.422253,3673382.422253,0.669008,0.716321,0.669008,0.739533,1,699,3600.000000,77,110,0,GUROBI,1,66,0,0,0,0,0,1,1,1,1
2,0,All,64,3665899.217572,3665899.217572,3665899.217572,3672727.501751,3672736.082633,3672765.919597,0.640549,0.723935,0.640549,0.725336,1,701,3600.000000,77,110,0,GUROBI,1,66,0,0,0,0,0,1,1,1,1
3,0,All,64,3666026.329457,3666030.768324,3666030.518207,3673122.584217,3673122.584217,3673122.584217,0.526530,0.599864,0.526530,0.623589,1,728,3600.000000,77,110,0,GUROBI,1,66,0,0,0,0,0,1,1,1,1
4,0,All,64,3665852.023867,3665861.180569,3665855.641181,3673090.681685,3673090.681685,3673090.681685,0.588140,0.635228,0.588140,0.658998,1,710,3600.000000,77,110,0,GUROBI,1,66,0,0,0,0,0,1,1,1,1
5,0,All,64,3666105.164482,3666105.164482,3666105.164482,3673244.828221,3673244.828221,3673244.828221,0.571043,0.619928,0.571043,0.644193,1,731,3600.000000,77,110,0,GUROBI,1,66,0,0,0,0,0,1,1,1,1
6,0,All,64,3665579.301753,3665579.301753,3665579.301753,3672603.217601,3672603.217601,3672603.217601,0.708728,0.756599,0.708728,0.780449,1,714,3600.000000,77,110,0,GUROBI,1,66,0,0,0,0,0,1,1,1,1
7,0,All,64,3665408.693473,3665425.863932,3665408.718202,3672528.503653,3672528.503653,3672528.503653,0.585388,0.627774,0.585388,0.650076,1,689,3600.000000,77,110,0,GUROBI,1,66,0,0,0,0,0,1,1,1,1
