instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis
0,0,New,4,4970975.847015,4983757.925306,4983757.925306,5908911.227864,6021720.000000,6021720.000000,4.174332,4.718714,6.091839,6.293975,417,4513,3600.000000,4,7,8,GUROBI,1,0,0,0,0,0,0,0,0,0,0
1,0,Matrix,4,4622580.000000,4622580.000000,4622580.000000,4622580.000000,4622580.000000,4622580.000000,0.087048,0.091254,0.087048,0.091254,0,0,3600.000000,4,7,0,GUROBI,1,1,1,0,3,7,0,0,1,0,0
2,0,Matrix,4,4622580.000000,4622580.000000,4622580.000000,4622580.000000,4622580.000000,4622580.000000,0.084124,0.089677,0.089189,0.089677,0,0,3600.000000,4,7,0,GUROBI,1,0,0,0,4,7,0,0,1,0,0
3,0,Matrix,4,4622580.000000,4622580.000000,4622580.000000,4622580.000000,4622580.000000,4622580.000000,0.061934,0.082933,0.061934,0.082933,0,0,3600.000000,4,7,0,GUROBI,1,0,0,0,4,7,0,0,1,0,0
4,0,Matrix,4,4622580.000000,4622580.000000,4622580.000000,4622580.000000,4622580.000000,4622580.000000,0.090960,0.097087,0.090960,0.097087,0,0,3600.000000,4,7,0,GUROBI,1,0,0,0,4,7,0,0,1,0,0
5,0,Matrix,4,4622580.000000,4622580.000000,4622580.000000,4622580.000000,4622580.000000,4622580.000000,0.093509,0.097741,0.093509,0.097741,0,0,3600.000000,4,7,0,GUROBI,1,1,1,0,3,7,0,0,1,0,0
