instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis
0,0,New,4,0.012000,0.030968,0.030968,0.085105,0.336528,0.336528,0.692950,0.824284,18.775473,18.868380,10424,231654,3600.000000,4,31,31,GUROBI,1,0,0,0,0,0,0,0,0,0,0
1,0,NoDisjunction,4,0.010856,0.013801,0.011054,0.021789,0.321219,0.321228,0.022982,0.141738,47.286404,147.844262,46440,1058963,3600.000000,4,31,0,GUROBI,1,0,0,0,4,31,0,0,1,1,1
2,0,NoDisjunction,4,0.010572,0.016196,0.016112,0.025003,0.178198,0.178198,0.029522,0.410398,0.543679,7.868209,2180,36697,3600.000000,4,31,0,GUROBI,1,0,0,0,4,31,0,0,1,1,1
3,0,NoDisjunction,4,0.009762,0.010836,0.009762,0.036064,0.252948,0.252948,0.025645,0.509447,4.671903,170.462359,20830,569586,3600.000000,4,31,0,GUROBI,1,0,0,0,4,31,0,0,1,1,1
4,0,NoDisjunction,4,0.011922,0.013615,0.014728,0.034363,0.329962,0.329987,0.019917,0.323748,60.328672,1132.969662,238858,4566511,3600.000000,4,31,0,GUROBI,1,0,0,0,4,31,0,0,1,1,1
5,0,NoDisjunction,4,0.011821,0.031560,0.031039,0.086146,0.279801,0.279801,0.020011,0.616141,0.747239,11.812237,1517,39573,3600.000000,4,31,0,GUROBI,1,0,0,0,4,31,0,0,1,1,1
