instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis
0,0,New,64,10482.795280,10660.962990,10658.955923,10659.863088,11800.006113,11801.185350,5.377564,5.443123,603.049712,2537.434968,3928767,24126886,3600.000000,64,12,12,GUROBI,1,0,0,0,0,0,0,0,0,0,0
1,0,Matrix,64,0.000221,0.000221,0.000221,0.000312,0.000312,0.000310,0.146670,0.146670,0.146670,0.152129,1,25,3600.000000,64,12,0,GUROBI,1,0,0,0,64,12,0,0,1,0,0
2,0,Matrix,64,0.000221,0.000221,0.000221,0.000303,0.000303,0.000290,0.137828,0.137828,0.137828,0.143389,1,25,3600.000000,64,12,0,GUROBI,1,0,0,0,64,12,0,0,1,0,0
3,0,Matrix,64,0.000222,0.000222,0.000222,0.000275,0.000275,0.000270,0.149708,0.149708,0.149708,0.159630,1,32,3600.000000,64,12,0,GUROBI,1,0,0,0,64,12,0,0,1,0,0
4,0,Matrix,64,0.000235,0.000221,0.000235,0.000310,0.000310,0.000310,0.151790,0.166299,0.168371,0.168747,1,32,3600.000000,64,12,0,GUROBI,1,0,0,0,64,12,0,0,1,0,0
