instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis
0,0,New,4,29291.750000,29311.000000,29300.500000,29313.000000,29314.000000,29314.000000,0.132187,0.283489,0.132187,0.284095,1,97,3600.000000,4,7,9,GUROBI,1,0,0,0,0,0,0,0,0,0,0
1,0,All,4,29161.946053,29176.219193,29166.798000,29177.574427,29190.933322,29193.844828,0.009154,0.337305,1.692116,2.173960,735,3380,3600.000000,4,7,0,GUROBI,1,0,0,0,4,7,0,1,1,1,1
2,0,All,4,29398.089286,29412.892857,29406.607143,29427.678571,29435.371429,29438.204762,0.009196,0.376232,0.469437,2.036661,622,3184,3600.000000,4,7,0,GUROBI,1,0,0,0,4,7,0,1,1,1,1
3,0,All,4,29189.638889,29210.555556,29200.055556,29223.154645,29232.097881,29234.919417,0.052593,0.401359,0.676583,0.676963,108,695,3600.000000,4,7,0,GUROBI,1,0,0,0,0,7,0,1,1,1,1
4,0,All,4,29279.775862,29304.035714,29288.574610,29305.445205,29311.354839,29314.000000,0.048319,0.237066,0.239936,0.466498,120,514,3600.000000,4,7,0,GUROBI,1,0,0,0,2,7,0,1,1,1,1
5,0,All,4,29772.125000,29774.125000,29774.125000,29775.700000,29777.555556,29779.866667,0.011204,0.201214,3.132056,3.132698,1050,5422,3600.000000,4,7,0,GUROBI,1,0,0,0,4,7,0,1,1,1,1
