instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis
0,0,New,4,1209900.000000,1213800.000000,1209900.000000,1231200.000000,1232700.000000,1232700.000000,10.640913,12.838740,10.640913,12.839844,1,11222,3600.000000,4,71,126,GUROBI,1,0,0,0,0,0,0,0,0,0,0
1,0,New,4,1193900.000000,1193900.000000,1193900.000000,1213842.855643,1216900.000000,1217000.000000,3.206147,4.767510,21.405652,35.245949,1344,155951,3600.000000,8,11,186,GUROBI,1,6,0,0,0,0,0,0,0,0,0
2,0,New,4,1195150.000000,1195150.000000,1195150.000000,1216200.000000,1217700.000000,1217700.000000,3.164872,4.408944,3.164872,4.409978,1,9931,3600.000000,7,9,224,GUROBI,1,5,0,0,0,0,0,0,0,0,0
3,0,New,4,1203400.000000,1203400.000000,1203400.000000,1220956.944444,1225100.000000,1225199.997612,6.115713,7.892100,14.514745,282.907025,34642,1111731,3600.000000,4,59,168,GUROBI,1,0,0,0,0,0,0,0,0,0,0
