instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis
0,0,New,64,95919464.000000,102291675.000000,99328762.662651,106920712.985292,106932242.082178,106940226.000000,8.095543,8.294614,8.301305,8.301438,8,369,3600.000000,64,3,19,GUROBI,1,0,0,0,0,0,0,0,0,0,0
1,0,Farkas,64,95927536.000000,102983134.000000,99334656.205943,119447339.032917,119538531.718228,119538888.000000,0.181663,0.213797,0.181663,0.214626,1,84,3600.000000,64,3,0,GUROBI,1,62,62,0,2,0,0,0,0,0,0
2,0,Farkas,64,95923446.000000,102296448.000000,99332550.209954,111044637.493905,111103025.905753,111104662.000000,0.159434,0.454144,0.481377,0.483608,12,496,3600.000000,64,3,0,GUROBI,1,39,39,0,25,0,0,0,0,0,0
3,0,Farkas,64,95917610.000000,102854470.000000,99319793.536379,114334147.977513,114505812.000000,114505812.000000,0.176539,0.275191,0.276669,0.278263,7,151,3600.000000,64,3,0,GUROBI,1,52,52,0,12,0,0,0,0,0,0
