instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis
0,0,New,4,28694.000000,54345.666667,48194.000000,454873.753317,764703.053480,764772.000000,0.330186,0.562710,142.543144,142.543301,47285,1809138,3600.000000,4,2,128,GUROBI,1,0,0,0,0,0,0,0,0,0,0
1,0,All,4,33052.000000,57763.666667,52377.172414,469133.431690,779858.596243,779891.333333,0.003601,0.238131,194.376289,194.869448,62849,2615223,3600.000000,4,2,0,GUROBI,1,0,0,0,4,0,0,1,1,1,1
2,0,All,4,32782.000000,55536.000000,51632.000000,473536.650614,782844.078509,782921.000000,0.005896,0.274830,145.073398,150.206660,44739,1706215,3600.000000,4,2,0,GUROBI,1,0,0,0,4,0,0,1,1,1,1
3,0,All,4,33628.000000,58038.333333,52478.000000,457948.013771,772597.852398,772661.666667,0.005965,0.255178,121.143828,126.503574,42237,1661201,3600.000000,4,2,0,GUROBI,1,0,0,0,4,0,0,1,1,1,1
