instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes
0,0,DisjWarmStart,16,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,0.146412,0.000002,0.146412,1,556,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,556,1
1,0,DisjWarmStart,16,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000003,0.000539,0.000003,0.163451,3,158,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,1
