instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes
0,0,New,4,62.637280,62.690000,62.673797,62.676641,62.998229,65.666667,52.394634,55.098430,52.394634,3649.886570,33107,2746683,3600.000000,4,52,52,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,1825,1
1,0,NoDisjunction,4,62.722189,62.748671,62.722189,62.734235,77.000000,77.000000,1.573889,4.910032,1.573889,891.871581,4785,839037,3600.000000,4,52,0,SYMPHONY,1,0,0,0,4,0,0,0,1,1,1,2403,1
