instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes
0,0,New,4,3116.429512,3165.850218,3136.879256,3148.523043,3405.626380,3823.000000,0.642808,0.703017,0.642808,3559.299175,852596,3937580,3600.000000,4,11,20,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,341,1
1,0,NoDisjunction,4,3113.233468,3153.065922,3131.741152,3150.909200,3382.942085,3819.000000,0.053041,0.129529,0.053041,3557.150254,765572,3496009,3600.000000,4,11,0,SYMPHONY,1,0,0,0,0,0,0,0,1,1,1,325,1
