instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes
0,0,None,16,124.122996,124.122996,124.122996,130.026906,137.757643,302.000000,0.000002,2.704642,0.000002,3596.777133,54153,2602647,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,2459,1
1,0,None,16,123.400883,123.400883,123.400883,126.106961,149.000000,300.000000,0.000003,2.191807,0.000003,3596.811200,31229,3540138,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,1760,1
