instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes,warmStartNodeLimit,cutPooltime,lpSolutionTime,lpSetupTime,variableFixingTime,pricingTime,strongBranchingTime,separationTime,primalHeuristicsTime,communicationTime
0,0,New,64,17.142857,17.415094,17.415094,17.415094,17.423716,21.000000,252.954598,252.954598,252.954598,280.997592,64,11528,1800.000000,65,2,120,SYMPHONY,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0.000000,16.188238,0.033994,0.000089,0.000000,6.212041,0.000292,5.604264,0.004076
1,0,NoDisjunction,64,17.142857,17.395356,17.395356,17.395356,18.000000,21.000000,9.038531,9.038531,9.038531,1789.232138,11018,1259214,1800.000000,65,2,0,SYMPHONY,0,0,0,0,54,0,0,0,1,1,1,0,0,64,0.000000,1533.286288,7.577088,0.015794,0.000000,220.532091,0.054771,17.961599,0.765976
