instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes,warmStartNodeLimit,cutPooltime,lpSolutionTime,lpSetupTime,variableFixingTime,pricingTime,strongBranchingTime,separationTime,primalHeuristicsTime,communicationTime
0,0,New,4,6418.800000,7199.650000,7045.077867,7045.077867,7655.863462,44839.000000,5.787227,5.787227,5.787227,12.279865,4,243,1800.000000,5,7,52,SYMPHONY,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.000000,0.145067,0.000889,0.000008,0.000000,0.046615,0.000093,6.299611,0.000355
1,0,NoDisjunction,4,-6918.130000,-6759.898750,-6878.567500,-6878.567500,-1952.562500,23779.000000,0.074572,0.074572,0.074572,1780.101540,361713,1151918,1800.000000,5,7,0,SYMPHONY,0,0,0,0,0,0,0,0,1,1,1,0,0,4,0.000000,1509.338142,27.119180,0.400131,0.000000,205.192071,4.593080,2.080469,31.303895
