instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes
0,0,DisjWarmStart,16,22.000000,22.000000,22.000000,22.000000,30.000000,30.000000,0.000002,0.153114,0.000002,241.012848,71495,514364,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,57,1
1,0,DisjWarmStart,16,21.752315,27.375000,21.752315,27.375000,29.750000,29.750000,0.000002,0.016767,0.000002,127.661477,71495,445913,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,35747
