instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes,warmStartNodeLimit,cutPooltime,lpSolutionTime,lpSetupTime,variableFixingTime,pricingTime,strongBranchingTime,separationTime,primalHeuristicsTime,communicationTime
0,0,None,64,95919464.000000,95919464.000000,95919464.000000,95919464.000000,102041664.000000,119644819.000000,0.000000,0.000000,0.000000,1.038871,64,333,1800.000000,0,0,0,SYMPHONY,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0.000000,0.508407,0.035803,0.000073,0.000000,0.401249,0.001248,0.084552,0.007539
1,0,None,64,95984990.000000,95984990.000000,95984990.000000,95984990.000000,113045731.000000,113056587.000000,0.000000,0.000000,0.000000,184.173008,24508,197360,1800.000000,0,0,0,SYMPHONY,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0.000000,118.091065,14.617395,0.016257,0.000000,49.315360,0.277735,0.200803,1.654393
