instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes,warmStartNodeLimit
0,0,New,64,947.957237,958.892778,957.616503,960.185780,966.329183,1165.000000,1.971325,2.417716,1.971325,2.587212,64,320,1800.000000,63,8,8,SYMPHONY,0,0,0,0,0,0,0,0,0,0,0,44,1,64
1,0,NoDisjunction,64,943.103343,958.279088,954.984157,959.001568,1122.000000,1122.000000,0.146033,0.433894,0.146033,81.170976,57688,243489,1800.000000,63,8,0,SYMPHONY,0,0,0,0,0,0,0,0,1,1,1,37,1,64
