instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes,warmStartNodeLimit
0,0,New,64,869515.130911,870031.532911,870031.532911,726804.149578,726804.149578,443968.918000,0.314044,0.422048,0.314044,0.422048,1,53,1800.000000,2,1,7,SYMPHONY,0,0,0,0,0,0,0,0,0,0,0,53,1,64
1,0,NoDisjunction,64,875441.404244,875957.806244,875957.806244,732730.422911,732730.422911,449894.918000,0.006817,0.123853,0.006817,0.123853,1,56,1800.000000,2,1,0,SYMPHONY,0,0,0,0,0,0,0,0,1,1,1,56,1,64
