instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes,warmStartNodeLimit
0,0,New,4,-931.638851,-857.935180,-870.123385,-858.409450,-840.204528,-40.870237,226.109462,384.482282,226.109462,389.841797,4,1863,1800.000000,5,36,36,SYMPHONY,0,0,0,0,0,0,0,0,0,0,0,1308,1,4
1,0,NoDisjunction,4,-954.474119,-879.505754,-879.505759,-866.895453,-419.851310,-210.202295,4.777315,88.888578,4.777315,1814.146348,10328,678847,1800.000000,5,36,0,SYMPHONY,0,0,0,0,3,0,0,0,1,1,1,1284,1,4
