instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes,warmStartNodeLimit
0,0,None,4,185321.356786,185321.356786,185321.356786,185214.853762,185214.853762,185213.800000,0.000003,3.844638,0.000003,3.844638,1,379,1800.000000,0,0,0,SYMPHONY,0,0,0,0,0,0,0,0,0,0,0,379,1,4
1,0,None,4,189509.903006,189509.903006,189509.903006,188601.122518,194490.060000,194499.900000,0.000002,0.212907,0.000002,168.306424,25400,268412,1800.000000,0,0,0,SYMPHONY,0,0,0,0,0,0,0,0,0,0,0,409,1,4
