instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes,warmStartNodeLimit
0,0,New,64,28928379.620260,30356760.984149,28991735.112032,-3389354.213740,-2306918.429851,-2306918.429851,477.715637,483.715866,477.715637,487.818385,24,4450,1800.000000,22,1,13,SYMPHONY,0,7,0,0,0,0,0,0,0,0,0,1588,1,64
1,0,NoDisjunction,64,28876221.766658,30305913.839652,28939577.258429,-3440176.772767,-2354962.280607,-2354962.280607,1.641512,10.145509,1.641512,14.964022,27,4769,1800.000000,22,1,0,SYMPHONY,0,7,0,0,15,0,0,0,1,1,1,1523,1,64
