instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes,warmStartNodeLimit
0,0,None,64,5480.606156,5480.606156,5480.606156,4634.239162,4710.324136,5520.000000,0.000002,1.493588,0.000002,1.827137,64,644,1800.000000,0,0,0,SYMPHONY,0,0,0,0,0,0,0,0,0,0,0,207,1,64
1,0,None,64,5573.960930,5573.960930,5573.960930,6615.723250,8593.000000,8593.000000,0.000002,3.351901,0.000002,235.992172,73029,369002,1800.000000,0,0,0,SYMPHONY,0,0,0,0,0,0,0,0,0,0,0,325,1,64
