instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes,warmStartNodeLimit
0,0,None,4,14274.102667,14274.102667,14274.102667,14648.548163,14691.531018,17917.079455,0.000003,3.421186,0.000003,3.585039,4,433,1800.000000,0,0,0,SYMPHONY,0,0,0,0,0,0,0,0,0,0,0,373,1,4
1,0,None,4,14277.491751,14277.491751,14277.491751,14604.443699,16025.407046,16026.692681,0.000002,10.465297,0.000002,952.173238,43018,2335682,1800.000000,0,0,0,SYMPHONY,0,0,0,0,0,0,0,0,0,0,0,457,1,4
