instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes
0,0,New,16,197818.254988,206517.793148,204790.868890,145056.958062,214106.802593,359409.590000,4.968900,5.500915,4.968900,3574.174174,396614,5349327,3600.000000,17,13,38,SYMPHONY,0,4,0,0,0,0,0,0,0,0,0,212,1
1,0,NoDisjunction,16,197797.785246,206505.762387,204768.348149,145034.166790,220717.486019,441024.110000,0.242094,0.720273,0.242094,3587.595678,409704,5848330,3600.000000,17,13,0,SYMPHONY,0,4,0,0,0,0,0,0,1,1,1,195,1
