instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes,warmStartNodeLimit
0,0,New,64,1415.000000,1460.000000,1455.019746,1455.019746,1458.923596,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,99.637487,100.212772,99.637487,101.198386,64,1068,1800.000000,65,16,16,SYMPHONY,0,0,0,0,0,0,0,0,0,0,0,104,1,64
1,0,NoDisjunction,64,1413.000000,1464.833333,1452.502461,1453.432715,2794.000000,2794.000000,1.233186,1.873397,1.233186,1171.084102,80799,1645446,1800.000000,65,16,0,SYMPHONY,0,0,0,0,0,0,0,0,1,1,1,111,1,64
