instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes,warmStartNodeLimit
0,0,New,4,12907.779167,13727.835000,13465.658144,13517.292215,13705.757778,23670.110000,5.269555,7.125583,5.269555,7.254994,4,329,1800.000000,5,10,10,SYMPHONY,0,0,0,0,0,0,0,0,0,0,0,232,1,4
1,0,NoDisjunction,4,12896.112500,13722.522500,13451.945972,13507.755312,16009.992681,16009.992681,0.095622,2.402357,0.095622,37.069140,1706,72425,1800.000000,5,10,0,SYMPHONY,0,0,0,0,0,0,0,0,1,1,1,282,1,4
