instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes
0,0,New,16,981.864286,995.276107,994.158677,-1381.091323,-1360.792306,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,154.743385,161.375639,154.743385,3712.153281,107811,3799795,3600.000000,16,40,42,SYMPHONY,0,0,0,0,0,0,0,0,0,0,0,390,1
1,0,NoDisjunction,16,921.642249,937.038337,921.642249,-1453.607751,-1247.160000,-1247.160000,0.372795,17.450435,0.372795,2274.113689,85383,1667394,3600.000000,16,40,0,SYMPHONY,0,0,0,0,16,0,0,0,1,1,1,391,1
