instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes
0,0,New,64,20.570922,30.168224,29.912589,29.942636,34.000000,34.000000,1.550260,1.565130,1.550260,2.350740,726,3027,3600.000000,64,6,6,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,19,1
1,0,NoDisjunction,64,20.551151,29.050493,27.866059,27.868358,30.000000,30.000000,0.354910,0.362963,0.354910,0.648222,244,1112,3600.000000,64,6,0,SYMPHONY,1,2,0,0,39,0,0,0,1,1,1,21,1
10,0,NoDisjunction,64,21.288251,30.265287,30.040260,30.055565,34.000000,34.000000,0.269915,0.285001,0.269915,0.979596,606,2736,3600.000000,64,6,0,SYMPHONY,1,3,1,0,27,0,0,0,1,1,1,20,1
2,0,NoDisjunction,64,19.803534,28.939291,28.508492,28.552976,30.000000,30.000000,0.249702,0.264734,0.249702,0.456896,157,751,3600.000000,64,6,0,SYMPHONY,1,2,0,0,25,0,0,0,1,1,1,22,1
3,0,NoDisjunction,64,20.877963,29.897196,29.650258,29.675302,31.000000,31.000000,0.250326,0.265446,0.250326,0.616316,301,1428,3600.000000,64,6,0,SYMPHONY,1,3,1,0,24,0,0,0,1,1,1,22,1
4,0,NoDisjunction,64,20.570922,29.897196,29.538514,29.547026,34.000000,34.000000,0.232951,0.244704,0.232951,0.854093,487,2293,3600.000000,64,6,0,SYMPHONY,1,2,0,0,21,0,0,0,1,1,1,20,1
5,0,NoDisjunction,64,20.279521,28.993400,28.663119,28.683673,33.000000,33.000000,0.356366,0.366766,0.356366,1.185390,734,2923,3600.000000,64,6,0,SYMPHONY,1,0,0,2,40,0,0,0,1,1,1,9,1
6,0,NoDisjunction,64,20.296297,29.527884,29.077581,29.089294,34.000000,34.000000,0.344284,0.358088,0.344284,1.079028,633,2753,3600.000000,64,6,0,SYMPHONY,1,2,0,0,40,0,0,0,1,1,1,20,1
7,0,NoDisjunction,64,21.433112,29.859831,29.643856,29.670098,34.000000,34.000000,0.314376,0.327121,0.314376,1.055890,633,2802,3600.000000,64,6,0,SYMPHONY,1,3,1,0,35,0,0,0,1,1,1,22,1
8,0,NoDisjunction,64,21.291297,30.242160,29.679137,29.679729,33.000000,33.000000,0.310066,0.318825,0.310066,0.740367,385,1459,3600.000000,64,6,0,SYMPHONY,1,2,0,0,34,0,0,0,1,1,1,18,1
9,0,NoDisjunction,64,18.128317,22.726334,22.238911,22.241427,30.000000,30.000000,0.365435,0.379992,0.365435,0.725739,306,1334,3600.000000,64,6,0,SYMPHONY,1,0,0,2,42,0,0,0,1,1,1,12,1
