instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes
0,0,DisjWarmStart,64,20.570922,21.483725,20.570922,21.483725,34.000000,34.000000,0.000004,0.008091,0.000004,0.894549,928,3188,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,7,1
1,0,DisjWarmStart,64,21.140295,34.000000,21.140295,34.000000,34.000000,34.000000,0.000001,0.000359,0.000001,0.346102,1589,189,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,794
10,0,DisjWarmStart,64,20.322024,33.010989,20.322024,33.010989,34.000000,34.000000,0.000001,0.000344,0.000001,0.355991,1589,370,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,794
2,0,DisjWarmStart,64,20.715783,34.000000,20.715783,34.000000,34.000000,34.000000,0.000001,0.000352,0.000001,0.344847,1589,189,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,794
3,0,DisjWarmStart,64,20.832221,33.750000,20.832221,33.750000,34.000000,34.000000,0.000001,0.000346,0.000001,0.344579,1589,230,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,794
4,0,DisjWarmStart,64,20.470849,33.764484,20.470849,33.764484,34.000000,34.000000,0.000001,0.000352,0.000001,0.340091,1589,244,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,794
5,0,DisjWarmStart,64,20.583461,32.446203,20.583461,32.446203,34.000000,34.000000,0.000002,0.000297,0.000002,0.351042,1589,262,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,794
6,0,DisjWarmStart,64,20.561907,33.010989,20.561907,33.010989,34.000000,34.000000,0.000001,0.000279,0.000001,0.342382,1589,297,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,794
7,0,DisjWarmStart,64,20.359593,30.375213,20.359593,30.375213,34.000000,34.000000,0.000002,0.000027,0.000002,0.355622,1589,331,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,794
8,0,DisjWarmStart,64,20.470849,33.764484,20.470849,33.764484,34.000000,34.000000,0.000002,0.000304,0.000002,0.345487,1589,245,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,794
9,0,DisjWarmStart,64,20.570922,33.796614,20.570922,33.796614,34.000000,34.000000,0.000002,0.000359,0.000002,0.349960,1589,234,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,794
