instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes
0,0,None,64,20.570922,20.570922,20.570922,21.483725,34.000000,34.000000,0.000002,0.007385,0.000002,0.880326,928,3188,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,7,1
1,0,None,64,8.338426,8.338426,8.338426,8.629629,17.000000,17.000000,0.000001,0.006940,0.000001,0.198812,182,751,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,8,1
10,0,None,64,11.583029,11.583029,11.583029,11.587981,23.000000,23.000000,0.000002,0.007625,0.000002,0.686494,687,2601,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,7,1
2,0,None,64,19.475214,19.475214,19.475214,20.556566,30.000000,30.000000,0.000002,0.009530,0.000002,0.264621,253,1002,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,9,1
3,0,None,64,19.089616,19.089616,19.089616,19.654330,34.000000,34.000000,0.000002,0.010915,0.000002,0.529972,541,1925,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,14,1
4,0,None,64,17.695924,17.695924,17.695924,17.721983,37.000000,37.000000,0.000001,0.010858,0.000001,2.021030,2093,7810,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,17,1
5,0,None,64,22.756358,22.756358,22.756358,24.705144,37.000000,37.000000,0.000001,0.014452,0.000001,0.841503,814,3365,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,14,1
6,0,None,64,30.349013,30.349013,30.349013,32.197194,45.000000,45.000000,0.000002,0.007063,0.000002,0.854940,940,3199,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,10,1
7,0,None,64,30.890388,30.890388,30.890388,31.701915,40.000000,40.000000,0.000001,0.006897,0.000001,0.409223,420,1685,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,9,1
8,0,None,64,23.782916,23.782916,23.782916,24.256526,37.000000,37.000000,0.000002,0.009785,0.000002,0.989789,923,3684,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,10,1
9,0,None,64,18.146803,18.146803,18.146803,19.791427,30.000000,30.000000,0.000001,0.008080,0.000001,0.643326,655,2333,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,14,1
