instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes
0,0,New,64,20.570922,30.168224,29.912589,29.942636,34.000000,34.000000,1.539195,1.554033,1.539195,2.331375,726,3027,3600.000000,64,6,6,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,19,1
1,0,Farkas,64,20.786773,29.897196,29.595301,29.601896,34.000000,34.000000,0.115227,0.130198,0.115227,0.831015,645,2894,3600.000000,64,6,0,SYMPHONY,1,2,0,0,21,0,0,0,0,0,0,17,1
10,0,Farkas,64,20.797545,30.159083,29.264959,29.268134,34.000000,34.000000,0.113281,0.124332,0.113281,0.887172,715,2918,3600.000000,64,6,0,SYMPHONY,1,3,1,0,15,0,0,0,0,0,0,18,1
2,0,Farkas,64,20.379856,29.472574,28.909166,28.930691,34.000000,34.000000,0.110462,0.122052,0.110462,0.960710,757,3354,3600.000000,64,6,0,SYMPHONY,1,2,0,0,5,0,0,0,0,0,0,20,1
3,0,Farkas,64,20.570922,29.338255,28.929144,28.944039,34.000000,34.000000,0.117336,0.131450,0.117336,1.005546,818,3225,3600.000000,64,6,0,SYMPHONY,1,2,0,0,9,0,0,0,0,0,0,22,1
4,0,Farkas,64,20.570922,30.168224,29.912589,29.942636,34.000000,34.000000,0.111829,0.127110,0.111829,0.959351,767,3170,3600.000000,64,6,0,SYMPHONY,1,2,0,0,15,0,0,0,0,0,0,19,1
5,0,Farkas,64,21.143215,30.175190,29.918945,29.942636,34.000000,34.000000,0.117619,0.132391,0.117619,0.799211,595,2667,3600.000000,64,6,0,SYMPHONY,1,3,1,0,24,0,0,0,0,0,0,19,1
6,0,Farkas,64,20.570922,29.338255,28.929144,28.944039,34.000000,34.000000,0.107582,0.122047,0.107582,0.801683,618,2582,3600.000000,64,6,0,SYMPHONY,1,2,0,0,5,0,0,0,0,0,0,22,1
7,0,Farkas,64,20.570922,30.168224,29.912589,29.942636,34.000000,34.000000,0.108205,0.123385,0.108205,1.076840,903,3451,3600.000000,64,6,0,SYMPHONY,1,2,0,0,5,0,0,0,0,0,0,19,1
8,0,Farkas,64,21.047707,30.168224,29.913407,29.942636,31.000000,31.000000,0.114695,0.130036,0.114695,0.489578,315,1384,3600.000000,64,6,0,SYMPHONY,1,3,1,0,20,0,0,0,0,0,0,24,1
9,0,Farkas,64,20.570922,30.168224,29.912589,29.942636,34.000000,34.000000,0.110699,0.125844,0.110699,0.836253,545,2747,3600.000000,64,6,0,SYMPHONY,1,2,0,0,11,0,0,0,0,0,0,19,1
