instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes
0,0,None,64,20.570922,20.570922,20.570922,21.483725,34.000000,34.000000,0.000003,0.007149,0.000003,0.880538,928,3188,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,7,1
1,0,None,64,18.768323,18.768323,18.768323,20.036382,31.000000,31.000000,0.000002,0.007420,0.000002,0.576224,569,2295,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,13,1
10,0,None,64,21.165506,21.165506,21.165506,22.164837,36.000000,36.000000,0.000002,0.009060,0.000002,0.883642,957,3529,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,11,1
2,0,None,64,18.552679,18.552679,18.552679,19.694179,32.000000,32.000000,0.000003,0.008239,0.000003,0.880424,962,3393,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,14,1
3,0,None,64,21.023513,21.023513,21.023513,22.110073,34.000000,34.000000,0.000002,0.007097,0.000002,0.739936,792,2800,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,11,1
4,0,None,64,17.009984,17.009984,17.009984,18.171621,31.000000,31.000000,0.000002,0.009684,0.000002,0.632300,676,2474,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,14,1
5,0,None,64,24.222865,24.222865,24.222865,24.934096,38.000000,38.000000,0.000001,0.008406,0.000001,1.289155,1447,4735,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,9,1
6,0,None,64,19.295934,19.295934,19.295934,20.681337,32.000000,32.000000,0.000002,0.014923,0.000002,0.659410,669,2422,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,8,1
7,0,None,64,20.595558,20.595558,20.595558,20.608165,34.000000,34.000000,0.000002,0.008740,0.000002,0.417426,354,1461,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,19,1
8,0,None,64,19.392626,19.392626,19.392626,19.439028,31.000000,31.000000,0.000001,0.007389,0.000001,0.434757,470,1732,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,7,1
9,0,None,64,19.362797,19.362797,19.362797,20.442505,34.000000,34.000000,0.000002,0.009048,0.000002,0.547667,552,2260,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,16,1
