instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes
0,0,None,64,20.570922,20.570922,20.570922,21.483725,34.000000,34.000000,0.000003,0.007417,0.000003,0.885160,928,3188,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,7,1
1,0,None,64,21.074367,21.074367,21.074367,22.428025,31.000000,31.000000,0.000002,0.008584,0.000002,0.505110,519,2046,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,11,1
10,0,None,64,27.468916,27.468916,27.468916,27.690867,44.000000,44.000000,0.000002,0.008936,0.000002,0.705587,749,3112,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,12,1
2,0,None,64,17.729537,17.729537,17.729537,18.902392,27.000000,27.000000,0.000001,0.003869,0.000001,0.350312,376,1260,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,3,1
3,0,None,64,24.348434,24.348434,24.348434,24.955489,38.000000,38.000000,0.000002,0.011959,0.000002,0.824376,839,3427,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,13,1
4,0,None,64,25.119702,25.119702,25.119702,26.037340,31.000000,31.000000,0.000001,0.008515,0.000001,0.119684,110,416,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,10,1
5,0,None,64,24.776456,24.776456,24.776456,25.113685,38.000000,38.000000,0.000001,0.009049,0.000001,0.598072,638,2337,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,8,1
6,0,None,64,23.342901,23.342901,23.342901,24.836102,38.000000,38.000000,0.000001,0.009540,0.000001,0.895472,935,3873,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,12,1
7,0,None,64,20.496612,20.496612,20.496612,20.522607,31.000000,31.000000,0.000001,0.007779,0.000001,0.533134,580,1935,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,9,1
8,0,None,64,22.160733,22.160733,22.160733,22.500000,34.000000,34.000000,0.000002,0.006983,0.000002,0.557178,561,2136,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,8,1
9,0,None,64,18.735055,18.735055,18.735055,19.559199,30.000000,30.000000,0.000002,0.010362,0.000002,0.528121,532,2065,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,15,1
