instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes
0,0,New,64,20.570922,30.168224,29.912589,29.942636,34.000000,34.000000,1.538610,1.553439,1.538610,2.332957,726,3027,3600.000000,64,6,6,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,19,1
1,0,Farkas,64,8.338426,10.105994,8.875899,9.375483,17.000000,17.000000,0.144469,0.153386,0.144469,0.519506,297,1267,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,12,1
10,0,Farkas,64,11.583029,17.052621,13.696874,13.784319,23.000000,23.000000,0.142599,0.157851,0.142599,0.959810,686,2822,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,13,1
2,0,Farkas,64,19.475214,23.534731,21.221366,22.817573,30.000000,30.000000,0.145078,0.154304,0.145078,0.618321,400,1568,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,12,1
3,0,Farkas,64,19.089616,21.362491,19.237698,19.743836,34.000000,34.000000,0.149458,0.159325,0.149458,0.676067,434,1834,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,13,1
4,0,Farkas,64,17.695924,21.987209,18.205872,20.267168,37.000000,37.000000,0.149176,0.160563,0.149176,2.368565,1849,7806,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,10,1
5,0,Farkas,64,22.756358,25.135861,22.804108,24.705144,37.000000,37.000000,0.148220,0.166004,0.148220,1.360532,1028,4400,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,14,1
6,0,Farkas,64,30.349013,32.475210,31.799532,32.855647,45.000000,45.000000,0.147694,0.157655,0.147694,1.336804,1098,3920,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,14,1
7,0,Farkas,64,30.890388,32.213413,30.899026,31.734003,40.000000,40.000000,0.149001,0.158948,0.149001,1.386110,1142,3845,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,10,1
8,0,Farkas,64,23.782916,23.787832,23.782916,24.285207,37.000000,37.000000,0.151534,0.163221,0.151534,1.590820,1203,4788,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,10,1
9,0,Farkas,64,18.146803,22.867605,18.874386,18.948239,30.000000,30.000000,0.145358,0.156999,0.145358,0.399329,194,1004,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,10,1
