instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes
0,0,DisjWarmStart,64,20.570922,21.483725,20.570922,21.483725,34.000000,34.000000,0.000002,0.007339,0.000002,0.892337,928,3188,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,7,1
1,0,DisjWarmStart,64,20.559083,34.016171,20.559083,34.016171,34.500000,34.500000,0.000001,0.000345,0.000001,0.372417,1589,584,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,794
10,0,DisjWarmStart,64,20.570922,33.796614,20.570922,33.796614,34.000000,34.000000,0.000001,0.000335,0.000001,0.359029,1589,452,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,794
2,0,DisjWarmStart,64,20.051632,33.229651,20.051632,33.229651,33.500000,33.500000,0.000002,0.000344,0.000002,0.364378,1589,462,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,794
3,0,DisjWarmStart,64,20.559083,33.867581,20.559083,33.867581,34.500000,34.500000,0.000001,0.000021,0.000001,0.365777,1589,556,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,794
4,0,DisjWarmStart,64,20.589544,33.863576,20.589544,33.863576,34.000000,34.000000,0.000001,0.000347,0.000001,0.362170,1589,410,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,794
5,0,DisjWarmStart,64,20.671925,33.621274,20.671925,33.621274,34.500000,34.500000,0.000001,0.000340,0.000001,0.359172,1589,391,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,794
6,0,DisjWarmStart,64,20.570922,34.040545,20.570922,34.040545,34.500000,34.500000,0.000002,0.000339,0.000002,0.356182,1589,361,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,794
7,0,DisjWarmStart,64,20.070922,33.151418,20.070922,33.151418,33.500000,33.500000,0.000002,0.000388,0.000002,0.372305,1589,563,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,794
8,0,DisjWarmStart,64,20.570922,34.121274,20.570922,34.121274,34.500000,34.500000,0.000001,0.000346,0.000001,0.360545,1589,398,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,794
9,0,DisjWarmStart,64,20.170372,33.540545,20.170372,33.540545,34.000000,34.000000,0.000001,0.000352,0.000001,0.360885,1589,395,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,794
