instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes
0,0,DisjWarmStart,64,20.570922,21.483725,20.570922,21.483725,34.000000,34.000000,0.000002,0.007378,0.000002,0.886778,928,3188,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,7,1
1,0,DisjWarmStart,64,21.074367,28.937117,21.074367,28.937117,31.000000,31.000000,0.000002,0.000462,0.000002,0.366632,1589,796,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,794
10,0,DisjWarmStart,64,27.468916,31.951020,27.468916,31.951020,44.000000,44.000000,0.000002,0.000364,0.000002,0.662130,1775,3364,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,794
2,0,DisjWarmStart,64,17.729537,21.586014,17.729537,21.586014,27.000000,27.000000,0.000002,0.000430,0.000002,0.515834,1787,2261,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,887
3,0,DisjWarmStart,64,24.348434,31.865508,24.348434,31.865508,38.000000,38.000000,0.000002,0.000421,0.000002,0.477217,1787,1692,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,893
4,0,DisjWarmStart,64,25.119702,30.952381,25.119702,30.952381,31.000000,31.000000,0.000001,0.000415,0.000001,0.392308,1787,388,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,893
5,0,DisjWarmStart,64,24.776456,29.915409,24.776456,29.915409,38.000000,38.000000,0.000002,0.000423,0.000002,0.550075,1821,2544,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,893
6,0,DisjWarmStart,64,23.342901,29.948136,23.342901,29.948136,38.000000,38.000000,0.000002,0.000439,0.000002,0.555234,1863,2336,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,910
7,0,DisjWarmStart,64,20.496612,21.164791,20.496612,21.164791,31.000000,31.000000,0.000002,0.000446,0.000002,0.618753,1905,3208,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,931
8,0,DisjWarmStart,64,22.160733,29.671523,22.160733,29.671523,34.000000,34.000000,0.000001,0.000459,0.000001,0.548691,1913,2368,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,952
9,0,DisjWarmStart,64,18.735055,22.160384,18.735055,22.160384,30.000000,30.000000,0.000001,0.000466,0.000001,0.631912,1943,3718,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,956
