instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes
0,0,New,64,20.570922,30.168224,29.912589,21.483725,34.000000,34.000000,1.556980,1.572430,1.556980,2.353005,726,3027,3600.000000,64,6,6,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,19,1
1,0,Farkas,64,20.573797,30.336381,30.079202,21.483725,34.250000,34.250000,0.112299,0.129430,0.112299,1.030686,846,3568,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,19,1
10,0,Farkas,64,20.371673,29.918224,29.710331,21.233725,33.750000,33.750000,0.109867,0.122463,0.109867,0.949307,755,3214,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,19,1
2,0,Farkas,64,20.570922,30.168224,29.916315,21.483725,34.000000,34.000000,0.110438,0.125183,0.110438,0.943368,766,3396,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,18,1
3,0,Farkas,64,20.820922,30.271028,30.123755,21.665021,34.250000,34.250000,0.111801,0.123809,0.111801,1.442909,1207,4769,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,18,1
4,0,Farkas,64,20.820922,30.168224,29.912589,21.733725,34.000000,34.000000,0.113278,0.121260,0.113278,0.948619,772,3411,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,17,1
5,0,Farkas,64,20.740006,30.287383,29.981416,21.678197,34.250000,34.250000,0.112007,0.129559,0.112007,0.952644,757,3415,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,25,1
6,0,Farkas,64,20.901838,30.549065,30.192636,21.789253,34.250000,34.250000,0.110681,0.120467,0.110681,0.924308,737,3361,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,17,1
7,0,Farkas,64,20.570922,30.404148,30.086414,21.483725,34.250000,34.250000,0.109995,0.125744,0.109995,0.899743,711,3110,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,17,1
8,0,Farkas,64,20.570082,30.168224,29.979799,21.483725,34.250000,34.250000,0.112799,0.127897,0.112799,1.269072,1047,4450,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,21,1
9,0,Farkas,64,20.820922,30.418224,30.163675,21.733725,34.250000,34.250000,0.109417,0.120011,0.109417,1.175882,989,3828,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,17,1
