instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes
0,0,DisjWarmStart,64,20.570922,21.483725,20.570922,21.483725,34.000000,34.000000,0.000003,0.007427,0.000003,0.874605,928,3188,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,7,1
1,0,DisjWarmStart,64,20.786773,30.744186,20.786773,30.744186,34.000000,34.000000,0.000002,0.000372,0.000002,0.346493,1589,248,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,794
10,0,DisjWarmStart,64,20.797545,34.000000,20.797545,34.000000,34.000000,34.000000,0.000003,0.000378,0.000003,0.340000,1589,234,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,794
2,0,DisjWarmStart,64,20.379856,32.360000,20.379856,32.360000,34.000000,34.000000,0.000002,0.000359,0.000002,0.344498,1589,279,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,794
3,0,DisjWarmStart,64,20.570922,33.108274,20.570922,33.108274,34.000000,34.000000,0.000002,0.000358,0.000002,0.345994,1589,295,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,794
4,0,DisjWarmStart,64,20.570922,33.796614,20.570922,33.796614,34.000000,34.000000,0.000001,0.000354,0.000001,0.343167,1589,213,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,794
5,0,DisjWarmStart,64,21.143215,34.000000,21.143215,34.000000,34.000000,34.000000,0.000002,0.000344,0.000002,0.345809,1589,187,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,794
6,0,DisjWarmStart,64,20.570922,33.108274,20.570922,33.108274,34.000000,34.000000,0.000002,0.000339,0.000002,0.351480,1589,251,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,794
7,0,DisjWarmStart,64,20.570922,33.796614,20.570922,33.796614,34.000000,34.000000,0.000002,0.000331,0.000002,0.344344,1589,219,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,794
8,0,DisjWarmStart,64,21.047707,32.805556,21.047707,32.805556,31.000000,31.000000,0.000002,0.000343,0.000002,0.341477,1589,59,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,794
9,0,DisjWarmStart,64,20.570922,33.796614,20.570922,33.796614,34.000000,34.000000,0.000002,0.000337,0.000002,0.347534,1589,218,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,794
