instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes
0,0,New,64,20.570922,30.168224,29.912589,29.942636,34.000000,34.000000,1.549605,1.564550,1.549605,2.344782,726,3027,3600.000000,64,6,6,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,19,1
1,0,Farkas,64,20.570922,30.168224,29.901204,29.934146,34.000000,34.000000,0.113392,0.132034,0.113392,1.049487,826,3747,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,26,1
10,0,Farkas,64,20.570922,30.168224,29.886847,29.927932,34.000000,34.000000,0.111176,0.124216,0.111176,1.239452,1043,4039,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,23,1
2,0,Farkas,64,20.570922,30.168224,29.884092,29.921856,34.000000,34.000000,0.113102,0.127419,0.113102,1.010709,818,3416,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,19,1
3,0,Farkas,64,20.441266,30.043224,29.790353,29.824519,33.875000,33.875000,0.108490,0.125962,0.108490,0.930194,715,3352,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,20,1
4,0,Farkas,64,20.570922,30.168224,29.852021,29.926176,34.000000,34.000000,0.110258,0.122557,0.110258,0.933812,735,3198,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,20,1
5,0,Farkas,64,20.611585,30.168224,29.912589,29.944447,34.000000,34.000000,0.110513,0.125226,0.110513,1.043672,852,3752,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,22,1
6,0,Farkas,64,20.695922,30.219626,30.037589,30.067636,34.125000,34.125000,0.110213,0.125624,0.110213,0.982099,760,3443,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,18,1
7,0,Farkas,64,20.572359,30.185748,29.912589,29.942636,34.000000,34.000000,0.113177,0.128100,0.113177,0.914790,728,3212,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,20,1
8,0,Farkas,64,20.570922,30.168224,29.886847,29.927932,34.000000,34.000000,0.113530,0.126555,0.113530,0.855403,637,2954,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,23,1
9,0,Farkas,64,20.575577,30.168224,29.897313,29.928585,34.000000,34.000000,0.107961,0.120781,0.107961,0.838208,611,2886,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,19,1
