instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes
0,0,DisjWarmStart,64,20.570922,21.483725,20.570922,21.483725,34.000000,34.000000,0.000002,0.007039,0.000002,0.883589,928,3188,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,7,1
1,0,DisjWarmStart,64,30.627389,37.114856,30.627389,37.114856,56.000000,56.000000,0.000002,0.000295,0.000002,1.476083,2401,10043,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,794
10,0,DisjWarmStart,64,19.796967,21.995276,19.796967,21.995276,25.000000,25.000000,0.000002,0.000502,0.000002,0.801198,2401,6008,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,1200
2,0,DisjWarmStart,64,30.431036,33.315079,30.431036,33.315079,44.000000,44.000000,0.000002,0.000543,0.000002,1.115107,2521,9078,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,1200
3,0,DisjWarmStart,64,24.133896,30.002504,24.133896,30.002504,35.000000,35.000000,0.000001,0.000590,0.000001,0.867914,2523,6493,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,1260
4,0,DisjWarmStart,64,32.460951,36.643015,32.460951,36.643015,47.000000,47.000000,0.000002,0.000532,0.000002,1.060167,2533,8741,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,1261
5,0,DisjWarmStart,64,21.653160,25.308557,21.653160,25.308557,30.000000,30.000000,0.000002,0.000546,0.000002,0.922169,2535,7144,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,1266
6,0,DisjWarmStart,64,21.514743,24.077733,21.514743,24.077733,26.000000,26.000000,0.000002,0.000549,0.000002,0.881527,2535,7151,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,1267
7,0,DisjWarmStart,64,26.543742,30.175057,26.543742,30.175057,43.000000,43.000000,0.000002,0.000536,0.000002,1.216344,2773,8587,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,1267
8,0,DisjWarmStart,64,33.948980,38.947407,33.948980,38.947407,45.000000,45.000000,0.000002,0.000611,0.000002,1.059097,2773,8635,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,1386
9,0,DisjWarmStart,64,36.282748,43.547030,36.282748,43.547030,49.000000,49.000000,0.000002,0.000621,0.000002,0.935535,2773,6690,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,1386
