instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes
0,0,New,64,20.570922,30.168224,29.912589,21.483725,34.000000,34.000000,1.540891,1.555901,1.540891,2.352640,726,3027,3600.000000,64,6,6,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,19,1
1,0,NoDisjunction,64,32.946001,35.346511,32.946001,36.000626,50.000000,50.000000,0.192277,0.202527,0.192277,0.535546,294,1257,3600.000000,64,6,0,SYMPHONY,1,47,46,1,16,0,0,0,1,1,1,15,1
10,0,NoDisjunction,64,26.860644,27.133755,26.860644,28.003521,36.000000,36.000000,0.169394,0.177117,0.169394,0.846297,583,2100,3600.000000,64,6,0,SYMPHONY,1,9,9,2,53,0,0,0,1,1,1,10,1
2,0,NoDisjunction,64,37.810868,41.277778,37.810868,39.029478,45.000000,45.000000,0.184702,0.194771,0.184702,0.315312,96,430,3600.000000,64,6,0,SYMPHONY,1,38,37,1,25,0,0,0,1,1,1,9,1
3,0,NoDisjunction,64,57.369053,57.404651,57.369053,59.773511,73.000000,73.000000,0.179991,0.207376,0.179991,0.309818,86,411,3600.000000,64,6,0,SYMPHONY,1,59,57,0,5,0,0,0,1,1,1,20,1
4,0,NoDisjunction,64,43.070017,45.369858,43.070017,44.881619,60.000000,60.000000,0.179373,0.193515,0.179373,1.176217,863,3638,3600.000000,64,6,0,SYMPHONY,1,37,35,0,27,0,0,0,1,1,1,13,1
5,0,NoDisjunction,64,40.114797,41.764117,40.114797,40.907478,56.000000,56.000000,0.184228,0.194001,0.184228,0.548869,330,1242,3600.000000,64,6,0,SYMPHONY,1,35,35,2,27,0,0,0,1,1,1,11,1
6,0,NoDisjunction,64,40.006017,42.752254,40.006017,42.138759,63.000000,63.000000,0.183820,0.194634,0.183820,0.690737,479,1837,3600.000000,64,6,0,SYMPHONY,1,45,44,1,18,0,0,0,1,1,1,11,1
7,0,NoDisjunction,64,24.748921,24.748921,24.748921,24.820529,47.000000,47.000000,0.192428,0.201018,0.192428,0.693213,446,1954,3600.000000,64,6,0,SYMPHONY,1,47,45,0,17,0,0,0,1,1,1,8,1
8,0,NoDisjunction,64,26.500806,27.437891,26.500806,27.995671,48.000000,48.000000,0.180019,0.196236,0.180019,0.743917,487,2207,3600.000000,64,6,0,SYMPHONY,1,39,37,0,25,0,0,0,1,1,1,16,1
9,0,NoDisjunction,64,44.581061,50.896731,44.581061,49.486670,72.000000,72.000000,0.176536,0.197191,0.176536,0.537384,337,1262,3600.000000,64,6,0,SYMPHONY,1,48,47,1,15,0,0,0,1,1,1,13,1
