instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes
0,0,None,64,20.570922,20.570922,20.570922,21.483725,34.000000,34.000000,0.000004,0.007434,0.000004,0.896735,928,3188,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,7,1
1,0,None,64,32.946001,32.946001,32.946001,36.000626,50.000000,50.000000,0.000002,0.009661,0.000002,0.257263,253,1187,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,18,1
10,0,None,64,26.860644,26.860644,26.860644,28.003521,36.000000,36.000000,0.000001,0.006528,0.000001,0.675367,743,2284,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,10,1
2,0,None,64,37.810868,37.810868,37.810868,39.029478,45.000000,45.000000,0.000001,0.008420,0.000001,0.119449,113,486,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,9,1
3,0,None,64,57.369053,57.369053,57.369053,59.773511,73.000000,73.000000,0.000002,0.022707,0.000002,0.107988,86,405,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,20,1
4,0,None,64,43.070017,43.070017,43.070017,44.881619,60.000000,60.000000,0.000002,0.011529,0.000002,0.778732,794,3287,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,13,1
5,0,None,64,40.114797,40.114797,40.114797,40.907478,56.000000,56.000000,0.000003,0.008794,0.000003,0.281975,302,1165,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,11,1
6,0,None,64,40.006017,40.006017,40.006017,42.138759,63.000000,63.000000,0.000001,0.009114,0.000001,0.415018,466,1820,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,11,1
7,0,None,64,24.748921,24.748921,24.748921,24.820529,47.000000,47.000000,0.000001,0.007502,0.000001,0.365770,383,1774,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,8,1
8,0,None,64,26.500806,26.500806,26.500806,27.995671,48.000000,48.000000,0.000001,0.013605,0.000001,0.539897,545,2420,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,16,1
9,0,None,64,44.581061,44.581061,44.581061,49.486670,72.000000,72.000000,0.000001,0.023237,0.000001,0.311826,337,1263,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,15,1
