instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes
0,0,New,64,20.570922,30.168224,29.912589,29.942636,34.000000,34.000000,1.542532,1.557422,1.542532,2.337196,726,3027,3600.000000,64,6,6,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,19,1
1,0,NoDisjunction,64,20.570922,30.168224,29.901204,29.934146,34.000000,34.000000,0.111991,0.130575,0.111991,1.052951,826,3747,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,1,1,1,26,1
10,0,NoDisjunction,64,20.570922,30.168224,29.886847,29.927932,34.000000,34.000000,0.111073,0.124058,0.111073,1.236080,1043,4039,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,1,1,1,23,1
2,0,NoDisjunction,64,20.570922,30.168224,29.884092,29.921856,34.000000,34.000000,0.112558,0.126833,0.112558,1.013000,818,3416,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,1,1,1,19,1
3,0,NoDisjunction,64,20.441266,30.043224,29.790353,29.824519,33.875000,33.875000,0.110104,0.126666,0.110104,0.925894,715,3352,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,1,1,1,20,1
4,0,NoDisjunction,64,20.570922,30.168224,29.852021,29.926176,34.000000,34.000000,0.111270,0.123464,0.111270,0.930600,735,3198,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,1,1,1,20,1
5,0,NoDisjunction,64,20.611585,30.168224,29.912589,29.944447,34.000000,34.000000,0.112473,0.127250,0.112473,1.073115,852,3752,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,1,1,1,22,1
6,0,NoDisjunction,64,20.695922,30.219626,30.037589,30.067636,34.125000,34.125000,0.112232,0.128727,0.112232,0.993154,760,3443,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,1,1,1,18,1
7,0,NoDisjunction,64,20.572359,30.185748,29.912589,29.942636,34.000000,34.000000,0.111990,0.126906,0.111990,0.918080,728,3212,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,1,1,1,20,1
8,0,NoDisjunction,64,20.570922,30.168224,29.886847,29.927932,34.000000,34.000000,0.111876,0.124967,0.111876,0.860293,637,2954,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,1,1,1,23,1
9,0,NoDisjunction,64,20.575577,30.168224,29.897313,29.928585,34.000000,34.000000,0.111155,0.123755,0.111155,0.832877,611,2886,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,1,1,1,19,1
