instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes
0,0,New,64,20.570922,30.168224,29.912589,29.942636,34.000000,34.000000,1.538125,1.552979,1.538125,2.334342,726,3027,3600.000000,64,6,6,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,19,1
1,0,NoDisjunction,64,20.786773,29.897196,29.602102,29.608589,34.000000,34.000000,0.231369,0.245922,0.231369,1.010323,688,3118,3600.000000,64,6,0,SYMPHONY,1,2,0,0,21,0,0,0,1,1,1,18,1
10,0,NoDisjunction,64,20.797545,30.159083,29.270712,29.273918,34.000000,34.000000,0.196611,0.208038,0.196611,1.176840,887,3508,3600.000000,64,6,0,SYMPHONY,1,3,1,0,15,0,0,0,1,1,1,18,1
2,0,NoDisjunction,64,20.379856,29.472574,29.008317,29.008364,34.000000,34.000000,0.137551,0.150018,0.137551,0.851663,656,2756,3600.000000,64,6,0,SYMPHONY,1,2,0,0,5,0,0,0,1,1,1,18,1
3,0,NoDisjunction,64,20.570922,29.338255,28.963648,28.993137,34.000000,34.000000,0.157016,0.167803,0.157016,1.078423,843,3462,3600.000000,64,6,0,SYMPHONY,1,2,0,0,9,0,0,0,1,1,1,15,1
4,0,NoDisjunction,64,20.570922,30.168224,29.912589,29.942636,34.000000,34.000000,0.193864,0.208829,0.193864,1.052563,767,3170,3600.000000,64,6,0,SYMPHONY,1,2,0,0,15,0,0,0,1,1,1,19,1
5,0,NoDisjunction,64,21.143215,30.175190,29.923872,29.948692,34.000000,34.000000,0.249274,0.264120,0.249274,1.002644,665,2969,3600.000000,64,6,0,SYMPHONY,1,3,1,0,24,0,0,0,1,1,1,19,1
6,0,NoDisjunction,64,20.570922,29.338255,28.963648,28.993137,34.000000,34.000000,0.135140,0.145875,0.135140,1.013270,783,3230,3600.000000,64,6,0,SYMPHONY,1,2,0,0,5,0,0,0,1,1,1,15,1
7,0,NoDisjunction,64,20.570922,30.168224,29.912589,29.942636,34.000000,34.000000,0.136507,0.151494,0.136507,1.118020,903,3451,3600.000000,64,6,0,SYMPHONY,1,2,0,0,5,0,0,0,1,1,1,19,1
8,0,NoDisjunction,64,21.047707,30.168224,29.913407,29.942636,31.000000,31.000000,0.229778,0.245191,0.229778,0.611793,315,1384,3600.000000,64,6,0,SYMPHONY,1,3,1,0,20,0,0,0,1,1,1,24,1
9,0,NoDisjunction,64,20.570922,30.168224,29.912589,29.942636,34.000000,34.000000,0.169096,0.184292,0.169096,0.890920,545,2747,3600.000000,64,6,0,SYMPHONY,1,2,0,0,11,0,0,0,1,1,1,19,1
