instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes
0,0,DisjWarmStart,64,20.570922,21.483725,20.570922,21.483725,34.000000,34.000000,0.000003,0.007401,0.000003,0.892640,928,3188,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,7,1
1,0,DisjWarmStart,64,32.946001,36.639568,32.946001,36.639568,50.000000,50.000000,0.000001,0.000381,0.000001,0.761278,1695,6086,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,794
10,0,DisjWarmStart,64,26.860644,28.049567,26.860644,28.049567,36.000000,36.000000,0.000002,0.000388,0.000002,0.818043,1715,7624,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,847
2,0,DisjWarmStart,64,37.810868,40.413886,37.810868,40.413886,45.000000,45.000000,0.000001,0.000416,0.000001,0.568260,1715,4032,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,857
3,0,DisjWarmStart,64,57.369053,58.544005,57.369053,58.544005,73.000000,73.000000,0.000002,0.000390,0.000002,0.590287,1715,4156,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,857
4,0,DisjWarmStart,64,43.070017,46.674053,43.070017,46.674053,60.000000,60.000000,0.000002,0.000423,0.000002,1.022350,2065,7181,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,857
5,0,DisjWarmStart,64,40.114797,46.118367,40.114797,46.118367,56.000000,56.000000,0.000001,0.000483,0.000001,0.882056,2083,7488,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,1032
6,0,DisjWarmStart,64,40.006017,44.603941,40.006017,44.603941,63.000000,63.000000,0.000001,0.000488,0.000001,1.029512,2267,7588,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,1041
7,0,DisjWarmStart,64,24.748921,26.106918,24.748921,26.106918,47.000000,47.000000,0.000001,0.000556,0.000001,1.128611,2371,10140,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,1133
8,0,DisjWarmStart,64,26.500806,32.477288,26.500806,32.477288,48.000000,48.000000,0.000001,0.000041,0.000001,1.243032,2505,11012,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,1185
9,0,DisjWarmStart,64,44.581061,48.353586,44.581061,48.353586,72.000000,72.000000,0.000001,0.000041,0.000001,1.088947,2533,8925,3600.000000,0,0,0,SYMPHONY,1,0,0,0,0,0,0,0,0,0,0,0,1252
