instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes
0,0,New,64,20.570922,30.168224,29.912589,21.483725,34.000000,34.000000,1.533828,1.548776,1.533828,2.326427,726,3027,3600.000000,64,6,6,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,19,1
1,0,NoDisjunction,64,20.559083,30.298538,29.642231,21.483725,34.500000,34.500000,0.118411,0.134111,0.118411,0.975726,751,3214,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,1,1,1,15,1
10,0,NoDisjunction,64,20.570922,30.168224,29.912589,21.483725,34.000000,34.000000,0.114257,0.131100,0.114257,0.988159,805,3351,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,1,1,1,20,1
2,0,NoDisjunction,64,20.051632,29.827890,29.305113,21.121132,33.500000,33.500000,0.116411,0.128788,0.116411,1.211267,1016,4028,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,1,1,1,16,1
3,0,NoDisjunction,64,20.559083,30.078528,29.573039,21.483725,34.500000,34.500000,0.118274,0.132241,0.118274,1.027138,834,3628,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,1,1,1,15,1
4,0,NoDisjunction,64,20.589544,30.168224,29.918998,21.495781,34.000000,34.000000,0.112201,0.123850,0.112201,1.107138,887,3663,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,1,1,1,18,1
5,0,NoDisjunction,64,20.671925,29.844828,29.721366,21.346318,34.500000,34.500000,0.114858,0.124112,0.114858,1.084518,868,3809,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,1,1,1,12,1
6,0,NoDisjunction,64,20.570922,30.168224,29.851112,21.483725,34.500000,34.500000,0.112845,0.128111,0.112845,0.975082,768,3322,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,1,1,1,22,1
7,0,NoDisjunction,64,20.070922,29.668224,29.139678,20.983725,33.500000,33.500000,0.112345,0.125452,0.112345,1.232006,1023,4053,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,1,1,1,14,1
8,0,NoDisjunction,64,20.570922,30.344873,29.939977,21.483725,34.500000,34.500000,0.114646,0.125555,0.114646,0.970438,762,3506,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,1,1,1,15,1
9,0,NoDisjunction,64,20.170372,29.876812,29.590805,21.301287,34.000000,34.000000,0.115193,0.131989,0.115193,0.897146,692,3198,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,1,1,1,21,1
