instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes
0,0,New,64,20.570922,30.168224,29.912589,21.483725,34.000000,34.000000,1.541806,1.556780,1.541806,2.336533,726,3027,3600.000000,64,6,6,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,19,1
1,0,Farkas,64,21.552619,30.482759,30.093363,22.208911,35.000000,35.000000,0.117283,0.131793,0.117283,1.052698,848,3382,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,13,1
10,0,Farkas,64,20.570922,30.168224,29.909453,21.483725,34.000000,34.000000,0.113295,0.126946,0.113295,0.768050,570,2606,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,23,1
2,0,Farkas,64,20.570922,30.168224,29.679435,21.483725,34.000000,34.000000,0.110166,0.122505,0.110166,1.444250,1225,4777,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,16,1
3,0,Farkas,64,20.570922,30.274458,29.759795,21.507838,35.000000,35.000000,0.112915,0.125278,0.112915,1.167195,995,3883,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,14,1
4,0,Farkas,64,20.529481,30.168224,29.352611,21.483725,34.000000,34.000000,0.111522,0.125143,0.111522,0.705036,478,2385,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,17,1
5,0,Farkas,64,20.365171,29.168224,28.913412,21.483725,33.000000,33.000000,0.113890,0.126401,0.113890,0.620395,384,2054,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,22,1
6,0,Farkas,64,21.570922,31.269737,30.652024,22.459612,36.000000,36.000000,0.116316,0.134303,0.116316,1.221220,977,4265,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,20,1
7,0,Farkas,64,20.625753,30.168224,29.362623,21.868147,34.000000,34.000000,0.113364,0.129520,0.113364,1.543169,1316,5057,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,19,1
8,0,Farkas,64,20.570922,30.160026,29.771079,21.483725,34.000000,34.000000,0.111747,0.121781,0.111747,1.069472,853,3419,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,10,1
9,0,Farkas,64,19.570922,29.173913,28.595682,20.694179,33.000000,33.000000,0.120678,0.136236,0.120678,0.705430,515,2316,3600.000000,64,6,0,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,20,1
