instanceIndex,seedIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms,termRemainsFeasibleBasisInfeasible,cutsChangedCoefficients,feasibleTermsPrunedByBound,tighten_disjunction,tighten_matrix_perturbation,tighten_infeasible_to_feasible_term,tighten_feasible_to_infeasible_basis,rootIterations,rootNodes
0,0,New,64,20.570922,30.168224,29.912589,29.942636,34.000000,34.000000,1.540185,1.555084,1.540185,2.339922,726,3027,3600.000000,64,6,6,SYMPHONY,1,2,0,0,0,0,0,0,0,0,0,19,1
1,0,NoDisjunction,64,22.201684,28.762478,28.248394,28.249041,34.000000,34.000000,0.437395,0.449881,0.437395,0.958643,453,1793,3600.000000,64,6,0,SYMPHONY,1,5,3,0,52,0,0,0,1,1,1,19,1
10,0,NoDisjunction,64,18.563829,22.047619,21.650236,21.658043,31.000000,31.000000,0.360879,0.372171,0.360879,0.822313,353,1536,3600.000000,64,6,0,SYMPHONY,1,1,0,1,42,0,0,0,1,1,1,12,1
2,0,NoDisjunction,64,23.725182,30.507246,30.109764,30.126813,34.000000,34.000000,0.428166,0.440725,0.428166,0.965744,455,1768,3600.000000,64,6,0,SYMPHONY,1,5,3,0,54,0,0,0,1,1,1,22,1
3,0,NoDisjunction,64,21.139658,28.382248,28.071797,28.134159,33.000000,33.000000,0.383732,0.395742,0.383732,1.107979,641,2452,3600.000000,64,6,0,SYMPHONY,1,5,3,0,46,0,0,0,1,1,1,13,1
4,0,NoDisjunction,64,23.965366,30.696706,30.454581,30.471775,35.000000,35.000000,0.454759,0.466547,0.454759,1.065204,526,2284,3600.000000,64,6,0,SYMPHONY,1,5,3,0,57,0,0,0,1,1,1,21,1
5,0,NoDisjunction,64,18.040846,24.884590,24.569298,24.581160,26.000000,26.000000,0.404851,0.415289,0.404851,0.491921,63,325,3600.000000,64,6,0,SYMPHONY,1,1,0,1,48,0,0,0,1,1,1,9,1
6,0,NoDisjunction,64,20.173081,27.500000,27.281503,27.304413,33.000000,33.000000,0.433586,0.444651,0.433586,1.439285,891,3119,3600.000000,64,6,0,SYMPHONY,1,4,2,0,54,0,0,0,1,1,1,11,1
7,0,NoDisjunction,64,19.786350,21.051572,20.924779,20.925928,32.000000,32.000000,0.430342,0.442787,0.430342,1.109799,580,2185,3600.000000,64,6,0,SYMPHONY,1,0,0,2,53,0,0,0,1,1,1,10,1
8,0,NoDisjunction,64,22.108334,28.969677,28.613095,28.636842,31.000000,31.000000,0.371834,0.384008,0.371834,0.692371,264,992,3600.000000,64,6,0,SYMPHONY,1,1,0,1,45,0,0,0,1,1,1,19,1
9,0,NoDisjunction,64,22.016871,28.063385,27.767921,27.771893,31.000000,31.000000,0.411716,0.422077,0.411716,0.649775,188,937,3600.000000,64,6,0,SYMPHONY,1,5,3,0,50,0,0,0,1,1,1,18,1
